,avg_dist,avg_rating_by_driver,avg_rating_of_driver,avg_surge,city,last_trip_date,phone,signup_date,surge_pct,trips_in_first_30_days,luxury_car_user,weekday_pct,last_trip,churn,King's Landing,Winterfell,iPhone
376,3.12,4.9,4.5,1.0,Winterfell,2014-05-18,iPhone,2014-01-30,0.0,6,0,60.0,2014-05-18,1,0,1,1
379,6.16,5.0,5.0,1.0,Winterfell,2014-06-20,iPhone,2014-01-03,0.0,1,0,100.0,2014-06-20,0,0,1,1
380,9.5,4.7,5.0,1.0,Astapor,2014-04-27,Android,2014-01-15,0.0,0,0,33.3,2014-04-27,1,0,0,0
382,14.18,5.0,5.0,1.0,Astapor,2014-01-25,Android,2014-01-23,0.0,2,0,50.0,2014-01-25,1,0,0,0
384,8.53,5.0,5.0,1.07,Astapor,2014-06-01,iPhone,2014-01-24,14.3,0,0,57.1,2014-06-01,0,0,0,1
386,2.67,5.0,4.0,1.0,Astapor,2014-01-16,iPhone,2014-01-11,0.0,3,0,66.7,2014-01-16,1,0,0,1
387,8.44,5.0,5.0,1.0,King's Landing,2014-05-22,Android,2014-01-01,0.0,0,0,100.0,2014-05-22,1,1,0,0
388,1.77,5.0,5.0,1.0,King's Landing,2014-06-30,Android,2014-01-02,0.0,0,0,100.0,2014-06-30,0,1,0,0
391,4.67,4.2,4.9,1.18,Winterfell,2014-03-07,Android,2014-01-05,7.1,7,0,7.1,2014-03-07,1,0,1,0
392,0.79,5.0,4.0,1.0,Astapor,2014-01-10,Android,2014-01-09,0.0,5,1,100.0,2014-01-10,1,0,0,0
393,3.17,4.7,4.8,1.0,Astapor,2014-06-30,Android,2014-01-15,0.0,13,1,100.0,2014-06-30,0,0,0,0
394,1.42,5.0,5.0,1.0,Astapor,2014-06-13,iPhone,2014-01-10,0.0,0,1,100.0,2014-06-13,0,0,0,1
395,1.88,5.0,5.0,1.0,King's Landing,2014-02-21,iPhone,2014-01-27,0.0,2,0,100.0,2014-02-21,1,1,0,1
397,4.29,5.0,5.0,1.0,Astapor,2014-01-26,iPhone,2014-01-25,0.0,1,1,0.0,2014-01-26,1,0,0,1
398,8.88,4.7,3.5,1.0,Winterfell,2014-04-16,Android,2014-01-26,0.0,1,1,66.7,2014-04-16,1,0,1,0
399,5.33,4.7,4.5,1.0,Winterfell,2014-01-02,Android,2014-01-02,0.0,3,0,100.0,2014-01-02,1,0,1,0
405,3.66,4.8,5.0,1.1,Astapor,2014-02-08,Android,2014-01-11,40.0,5,0,40.0,2014-02-08,1,0,0,0
407,4.05,5.0,5.0,1.35,Winterfell,2014-06-29,iPhone,2014-01-20,20.0,2,0,80.0,2014-06-29,0,0,1,1
410,1.43,4.3,4.5,1.0,Winterfell,2014-06-26,iPhone,2014-01-05,0.0,4,0,92.9,2014-06-26,0,0,1,1
414,14.99,5.0,4.0,1.0,Astapor,2014-01-05,iPhone,2014-01-04,0.0,1,0,0.0,2014-01-05,1,0,0,1
415,2.41,5.0,5.0,1.0,Astapor,2014-01-05,iPhone,2014-01-05,0.0,2,0,0.0,2014-01-05,1,0,0,1
416,0.8,4.0,3.0,1.0,Winterfell,2014-01-11,iPhone,2014-01-03,0.0,1,0,100.0,2014-01-11,1,0,1,1
417,2.44,5.0,5.0,1.5,Winterfell,2014-05-04,iPhone,2014-01-09,50.0,0,0,0.0,2014-05-04,1,0,1,1
418,2.26,5.0,4.3,1.0,Astapor,2014-01-15,Android,2014-01-09,0.0,3,0,66.7,2014-01-15,1,0,0,0
419,1.29,5.0,5.0,1.0,Astapor,2014-01-05,Android,2014-01-04,0.0,3,1,0.0,2014-01-05,1,0,0,0
420,1.76,4.8,4.0,1.19,Winterfell,2014-06-13,iPhone,2014-01-28,50.0,3,0,50.0,2014-06-13,0,0,1,1
422,1.24,5.0,5.0,1.0,Astapor,2014-02-20,Android,2014-01-13,0.0,0,0,100.0,2014-02-20,1,0,0,0
426,8.43,5.0,5.0,1.5,Winterfell,2014-01-27,Android,2014-01-09,100.0,1,0,0.0,2014-01-27,1,0,1,0
427,5.42,5.0,5.0,1.0,Winterfell,2014-02-15,Android,2014-01-11,0.0,0,0,100.0,2014-02-15,1,0,1,0
429,6.67,4.9,4.3,1.04,Astapor,2014-04-06,Android,2014-01-25,14.3,2,1,57.1,2014-04-06,1,0,0,0
430,1.13,4.4,5.0,1.0,Winterfell,2014-04-02,iPhone,2014-01-27,0.0,8,0,100.0,2014-04-02,1,0,1,1
432,14.24,5.0,5.0,1.0,Astapor,2014-01-31,iPhone,2014-01-25,0.0,2,0,100.0,2014-01-31,1,0,0,1
433,7.96,5.0,5.0,1.0,King's Landing,2014-01-13,Android,2014-01-11,0.0,2,0,0.0,2014-01-13,1,1,0,0
436,3.22,4.0,3.5,1.0,Winterfell,2014-01-17,iPhone,2014-01-15,0.0,5,1,100.0,2014-01-17,1,0,1,1
437,3.4,4.8,4.6,1.07,Winterfell,2014-02-28,iPhone,2014-01-28,11.1,17,0,94.4,2014-02-28,1,0,1,1
438,14.18,5.0,2.0,1.0,King's Landing,2014-03-30,iPhone,2014-01-07,0.0,1,1,50.0,2014-03-30,1,1,0,1
439,2.02,5.0,5.0,1.0,Astapor,2014-04-09,iPhone,2014-01-18,0.0,0,0,100.0,2014-04-09,1,0,0,1
440,2.98,5.0,5.0,1.0,King's Landing,2014-06-15,iPhone,2014-01-11,0.0,2,1,0.0,2014-06-15,0,1,0,1
441,8.36,5.0,5.0,1.0,King's Landing,2014-06-27,Android,2014-01-15,0.0,2,0,100.0,2014-06-27,0,1,0,0
443,8.18,2.5,3.0,1.0,Winterfell,2014-04-03,iPhone,2014-01-02,0.0,0,1,100.0,2014-04-03,1,0,1,1
444,3.58,4.8,5.0,1.0,Winterfell,2014-06-27,Android,2014-01-08,0.0,7,1,60.0,2014-06-27,0,0,1,0
445,17.93,5.0,5.0,1.0,Winterfell,2014-06-16,iPhone,2014-01-30,0.0,0,1,100.0,2014-06-16,0,0,1,1
447,4.64,5.0,5.0,1.0,King's Landing,2014-03-21,Android,2014-01-31,0.0,0,0,100.0,2014-03-21,1,1,0,0
448,1.66,5.0,5.0,2.75,Astapor,2014-03-19,Android,2014-01-27,100.0,0,0,100.0,2014-03-19,1,0,0,0
450,3.21,5.0,4.8,1.0,Winterfell,2014-04-12,Android,2014-01-30,0.0,2,0,100.0,2014-04-12,1,0,1,0
452,5.58,5.0,4.5,1.0,Astapor,2014-06-17,Android,2014-01-02,0.0,2,1,85.7,2014-06-17,0,0,0,0
453,2.91,5.0,5.0,1.0,Astapor,2014-03-06,Android,2014-01-16,0.0,0,0,100.0,2014-03-06,1,0,0,0
455,0.84,5.0,5.0,1.0,Astapor,2014-05-24,Android,2014-01-01,0.0,0,0,100.0,2014-05-24,1,0,0,0
457,3.46,5.0,3.5,1.04,Astapor,2014-05-10,Android,2014-01-31,16.7,2,0,100.0,2014-05-10,1,0,0,0
458,5.93,5.0,5.0,1.0,Winterfell,2014-06-19,iPhone,2014-01-30,0.0,0,0,75.0,2014-06-19,0,0,1,1
459,11.36,4.5,4.0,1.0,Winterfell,2014-04-07,iPhone,2014-01-30,0.0,0,0,100.0,2014-04-07,1,0,1,1
461,3.45,5.0,4.0,2.63,Astapor,2014-01-26,iPhone,2014-01-24,100.0,2,0,50.0,2014-01-26,1,0,0,1
462,6.15,5.0,5.0,1.0,Astapor,2014-04-05,iPhone,2014-01-20,0.0,1,0,50.0,2014-04-05,1,0,0,1
464,6.46,5.0,5.0,1.0,Astapor,2014-01-05,iPhone,2014-01-04,0.0,2,1,0.0,2014-01-05,1,0,0,1
465,9.92,5.0,5.0,1.0,Astapor,2014-02-22,iPhone,2014-01-18,0.0,0,1,100.0,2014-02-22,1,0,0,1
468,4.19,4.3,5.0,1.04,Astapor,2014-06-29,iPhone,2014-01-27,16.7,0,1,33.3,2014-06-29,0,0,0,1
470,13.12,4.3,4.5,1.0,Winterfell,2014-03-19,Android,2014-01-18,0.0,2,0,75.0,2014-03-19,1,0,1,0
471,2.05,5.0,5.0,1.0,Astapor,2014-01-26,iPhone,2014-01-26,0.0,1,0,0.0,2014-01-26,1,0,0,1
472,3.5,3.8,4.8,1.06,Astapor,2014-01-28,iPhone,2014-01-23,25.0,4,0,100.0,2014-01-28,1,0,0,1
473,13.92,5.0,5.0,1.0,Winterfell,2014-01-19,Android,2014-01-16,0.0,1,0,0.0,2014-01-19,1,0,1,0
474,9.01,5.0,1.0,1.0,Winterfell,2014-02-08,Android,2014-01-31,0.0,1,0,0.0,2014-02-08,1,0,1,0
475,1.12,5.0,5.0,1.0,Astapor,2014-05-25,iPhone,2014-01-08,0.0,0,0,0.0,2014-05-25,1,0,0,1
477,7.24,4.5,4.0,1.0,Winterfell,2014-06-14,iPhone,2014-01-11,0.0,0,0,0.0,2014-06-14,0,0,1,1
478,13.9,5.0,5.0,1.0,Astapor,2014-02-28,Android,2014-01-26,0.0,1,0,100.0,2014-02-28,1,0,0,0
479,0.0,5.0,5.0,1.0,Winterfell,2014-01-25,iPhone,2014-01-24,0.0,1,0,0.0,2014-01-25,1,0,1,1
481,4.72,5.0,4.3,1.0,Astapor,2014-03-06,iPhone,2014-01-13,0.0,2,1,66.7,2014-03-06,1,0,0,1
482,10.14,5.0,5.0,1.0,Winterfell,2014-06-09,iPhone,2014-01-16,0.0,1,0,33.3,2014-06-09,0,0,1,1
487,1.21,5.0,5.0,1.05,Astapor,2014-01-16,iPhone,2014-01-11,10.0,10,1,70.0,2014-01-16,1,0,0,1
488,8.82,4.4,4.7,1.0,Winterfell,2014-04-18,iPhone,2014-01-09,0.0,3,0,66.7,2014-04-18,1,0,1,1
493,2.34,5.0,5.0,1.04,Astapor,2014-03-16,iPhone,2014-01-01,14.3,0,0,57.1,2014-03-16,1,0,0,1
496,4.03,4.2,4.0,1.46,Astapor,2014-06-21,iPhone,2014-01-25,33.3,1,0,50.0,2014-06-21,0,0,0,1
499,1.91,5.0,5.0,1.0,Winterfell,2014-04-20,iPhone,2014-01-24,0.0,1,0,50.0,2014-04-20,1,0,1,1
500,13.75,5.0,5.0,1.0,King's Landing,2014-01-22,iPhone,2014-01-14,0.0,2,0,100.0,2014-01-22,1,1,0,1
503,6.01,5.0,4.7,1.0,Astapor,2014-04-02,iPhone,2014-01-24,0.0,0,0,100.0,2014-04-02,1,0,0,1
505,4.93,5.0,5.0,1.15,Astapor,2014-05-03,Android,2014-01-23,20.0,2,0,80.0,2014-05-03,1,0,0,0
507,1.57,5.0,5.0,1.25,Winterfell,2014-01-10,iPhone,2014-01-09,50.0,2,0,100.0,2014-01-10,1,0,1,1
508,2.39,5.0,3.5,1.0,Astapor,2014-01-18,Android,2014-01-14,0.0,5,0,100.0,2014-01-18,1,0,0,0
509,11.61,4.0,4.0,1.0,Winterfell,2014-04-05,iPhone,2014-01-25,0.0,1,0,0.0,2014-04-05,1,0,1,1
510,1.63,4.0,4.0,1.0,Winterfell,2014-01-16,iPhone,2014-01-13,0.0,7,1,100.0,2014-01-16,1,0,1,1
511,5.28,4.8,4.3,1.0,Astapor,2014-03-24,Android,2014-01-05,0.0,5,1,50.0,2014-03-24,1,0,0,0
514,4.95,4.8,5.0,1.0,Winterfell,2014-06-20,iPhone,2014-01-31,0.0,1,0,100.0,2014-06-20,0,0,1,1
515,4.95,5.0,5.0,1.25,King's Landing,2014-02-23,Android,2014-01-17,25.0,3,0,25.0,2014-02-23,1,1,0,0
518,0.93,5.0,5.0,1.0,Astapor,2014-02-12,iPhone,2014-01-14,0.0,1,0,100.0,2014-02-12,1,0,0,1
521,25.29,5.0,4.5,1.0,King's Landing,2014-01-30,iPhone,2014-01-29,0.0,2,0,100.0,2014-01-30,1,1,0,1
523,2.71,5.0,5.0,1.0,King's Landing,2014-05-19,iPhone,2014-01-06,0.0,1,0,100.0,2014-05-19,1,1,0,1
524,1.86,5.0,4.0,1.0,Astapor,2014-05-05,Android,2014-01-07,0.0,0,1,100.0,2014-05-05,1,0,0,0
525,3.07,5.0,5.0,1.0,Astapor,2014-01-09,Android,2014-01-06,0.0,2,1,100.0,2014-01-09,1,0,0,0
526,2.4,5.0,5.0,1.0,King's Landing,2014-01-02,iPhone,2014-01-01,0.0,1,0,100.0,2014-01-02,1,1,0,1
529,2.61,5.0,5.0,1.0,Astapor,2014-04-16,iPhone,2014-01-11,0.0,0,0,100.0,2014-04-16,1,0,0,1
533,5.09,5.0,5.0,1.0,Winterfell,2014-06-15,Android,2014-01-11,0.0,0,1,60.0,2014-06-15,0,0,1,0
535,2.25,5.0,4.0,1.0,Winterfell,2014-01-29,iPhone,2014-01-22,0.0,2,0,100.0,2014-01-29,1,0,1,1
537,21.07,5.0,4.5,1.0,Winterfell,2014-06-29,Android,2014-01-27,0.0,0,0,66.7,2014-06-29,0,0,1,0
538,5.66,3.0,5.0,1.0,Astapor,2014-04-12,iPhone,2014-01-21,0.0,1,1,50.0,2014-04-12,1,0,0,1
539,4.65,5.0,3.0,1.0,Astapor,2014-01-16,Android,2014-01-15,0.0,1,0,100.0,2014-01-16,1,0,0,0
540,2.62,5.0,5.0,1.0,Winterfell,2014-01-23,Android,2014-01-23,0.0,1,0,100.0,2014-01-23,1,0,1,0
544,2.11,5.0,5.0,1.0,Astapor,2014-01-09,iPhone,2014-01-09,0.0,2,0,100.0,2014-01-09,1,0,0,1
545,5.21,4.5,2.5,1.13,Winterfell,2014-01-23,Android,2014-01-19,50.0,2,0,100.0,2014-01-23,1,0,1,0
546,2.65,3.7,4.0,1.08,Winterfell,2014-06-15,iPhone,2014-01-06,33.3,0,0,33.3,2014-06-15,0,0,1,1
550,4.89,4.8,5.0,1.0,Winterfell,2014-06-08,iPhone,2014-01-18,0.0,3,0,25.0,2014-06-08,0,0,1,1
551,2.99,5.0,4.4,1.14,Winterfell,2014-05-28,Android,2014-01-06,7.1,2,0,78.6,2014-05-28,1,0,1,0
554,6.03,4.9,4.6,1.36,Winterfell,2014-05-03,Android,2014-01-18,33.3,6,0,66.7,2014-05-03,1,0,1,0
557,4.81,5.0,5.0,1.0,Astapor,2014-03-09,iPhone,2014-01-31,0.0,0,0,0.0,2014-03-09,1,0,0,1
558,22.81,5.0,5.0,1.0,Winterfell,2014-04-29,Android,2014-01-23,0.0,0,0,100.0,2014-04-29,1,0,1,0
563,0.08,5.0,5.0,1.0,Winterfell,2014-04-27,iPhone,2014-01-16,0.0,0,0,0.0,2014-04-27,1,0,1,1
565,2.12,5.0,5.0,1.0,Astapor,2014-01-04,iPhone,2014-01-03,0.0,2,0,100.0,2014-01-04,1,0,0,1
566,6.71,4.8,5.0,1.0,Winterfell,2014-04-17,iPhone,2014-01-30,0.0,3,0,100.0,2014-04-17,1,0,1,1
567,1.76,4.8,5.0,1.96,Winterfell,2014-05-01,Android,2014-01-30,61.5,5,0,84.6,2014-05-01,1,0,1,0
568,2.41,5.0,1.0,1.0,Astapor,2014-05-31,Android,2014-01-07,0.0,1,1,50.0,2014-05-31,1,0,0,0
569,3.95,5.0,5.0,1.0,Astapor,2014-05-31,Android,2014-01-04,0.0,0,0,0.0,2014-05-31,1,0,0,0
571,15.86,5.0,5.0,1.0,Winterfell,2014-03-15,Android,2014-01-25,0.0,0,0,0.0,2014-03-15,1,0,1,0
574,19.9,5.0,5.0,1.0,Winterfell,2014-03-06,Android,2014-01-23,0.0,0,1,100.0,2014-03-06,1,0,1,0
576,1.04,4.8,4.8,1.0,Winterfell,2014-05-04,iPhone,2014-01-24,0.0,5,0,50.0,2014-05-04,1,0,1,1
577,15.1,5.0,3.0,1.0,Winterfell,2014-01-08,iPhone,2014-01-08,0.0,1,0,100.0,2014-01-08,1,0,1,1
578,1.4,4.3,4.5,1.0,Winterfell,2014-01-31,iPhone,2014-01-25,0.0,3,0,66.7,2014-01-31,1,0,1,1
579,2.23,2.0,4.0,1.0,Winterfell,2014-01-19,iPhone,2014-01-19,0.0,1,1,0.0,2014-01-19,1,0,1,1
581,18.14,5.0,4.0,1.0,Winterfell,2014-01-31,Android,2014-01-21,0.0,1,0,100.0,2014-01-31,1,0,1,0
583,2.38,5.0,5.0,1.0,Astapor,2014-04-04,iPhone,2014-01-30,0.0,3,0,50.0,2014-04-04,1,0,0,1
588,3.33,4.8,5.0,1.46,Winterfell,2014-04-05,iPhone,2014-01-17,33.3,3,1,100.0,2014-04-05,1,0,1,1
590,1.18,5.0,5.0,1.0,Winterfell,2014-01-07,iPhone,2014-01-06,0.0,1,0,100.0,2014-01-07,1,0,1,1
593,2.42,4.7,5.0,1.44,Winterfell,2014-02-08,iPhone,2014-01-24,25.0,4,0,25.0,2014-02-08,1,0,1,1
594,1.72,5.0,4.3,1.0,Winterfell,2014-03-28,Android,2014-01-23,0.0,2,0,100.0,2014-03-28,1,0,1,0
595,4.49,5.0,4.8,1.0,Winterfell,2014-01-09,Android,2014-01-07,0.0,5,1,100.0,2014-01-09,1,0,1,0
596,3.29,4.5,4.5,1.13,Astapor,2014-05-19,Android,2014-01-01,50.0,0,0,0.0,2014-05-19,1,0,0,0
598,4.29,5.0,5.0,1.25,Winterfell,2014-02-16,iPhone,2014-01-19,100.0,1,0,0.0,2014-02-16,1,0,1,1
600,4.36,5.0,3.3,1.0,Winterfell,2014-02-17,iPhone,2014-01-18,0.0,3,0,33.3,2014-02-17,1,0,1,1
602,0.92,5.0,5.0,1.0,Winterfell,2014-03-20,iPhone,2014-01-29,0.0,0,0,100.0,2014-03-20,1,0,1,1
603,6.46,5.0,5.0,1.25,Winterfell,2014-02-02,iPhone,2014-01-25,50.0,2,0,0.0,2014-02-02,1,0,1,1
605,7.4,5.0,4.0,1.25,Winterfell,2014-01-21,iPhone,2014-01-18,50.0,2,0,50.0,2014-01-21,1,0,1,1
606,1.97,5.0,5.0,1.0,Astapor,2014-06-29,iPhone,2014-01-12,0.0,0,1,50.0,2014-06-29,0,0,0,1
607,3.94,5.0,5.0,1.0,Astapor,2014-01-30,iPhone,2014-01-29,0.0,1,1,100.0,2014-01-30,1,0,0,1
608,9.28,5.0,5.0,1.0,Winterfell,2014-03-24,iPhone,2014-01-08,0.0,0,1,50.0,2014-03-24,1,0,1,1
609,1.87,5.0,3.9,1.0,Astapor,2014-06-21,iPhone,2014-01-04,0.0,1,0,62.5,2014-06-21,0,0,0,1
610,7.73,4.9,4.1,1.0,Winterfell,2014-05-16,Android,2014-01-11,0.0,1,0,90.9,2014-05-16,1,0,1,0
613,3.17,5.0,4.0,1.0,Winterfell,2014-06-02,iPhone,2014-01-25,0.0,0,0,0.0,2014-06-02,0,0,1,1
615,4.51,5.0,4.0,1.13,Astapor,2014-06-20,iPhone,2014-01-04,50.0,2,0,50.0,2014-06-20,0,0,0,1
616,5.6,5.0,5.0,1.0,Winterfell,2014-01-08,Android,2014-01-08,0.0,2,1,100.0,2014-01-08,1,0,1,0
617,7.92,4.0,5.0,1.0,Winterfell,2014-01-16,Android,2014-01-13,0.0,3,0,100.0,2014-01-16,1,0,1,0
619,4.05,5.0,2.0,1.0,Winterfell,2014-01-25,Android,2014-01-18,0.0,1,0,0.0,2014-01-25,1,0,1,0
620,2.06,5.0,5.0,1.0,Winterfell,2014-01-18,Android,2014-01-17,0.0,1,1,0.0,2014-01-18,1,0,1,0
623,3.85,4.1,3.0,1.54,Winterfell,2014-03-27,iPhone,2014-01-01,42.9,3,0,57.1,2014-03-27,1,0,1,1
624,5.2,4.3,5.0,1.0,Winterfell,2014-06-18,Android,2014-01-05,0.0,1,1,83.3,2014-06-18,0,0,1,0
625,2.83,5.0,4.0,1.0,Winterfell,2014-01-12,iPhone,2014-01-10,0.0,2,0,0.0,2014-01-12,1,0,1,1
628,1.68,5.0,5.0,1.0,Astapor,2014-01-03,iPhone,2014-01-02,0.0,1,0,100.0,2014-01-03,1,0,0,1
629,1.75,5.0,4.8,1.2,Winterfell,2014-04-04,iPhone,2014-01-11,40.0,2,0,20.0,2014-04-04,1,0,1,1
631,2.33,5.0,5.0,2.0,Astapor,2014-05-17,Android,2014-01-22,100.0,0,0,0.0,2014-05-17,1,0,0,0
632,10.27,4.8,5.0,1.0,Astapor,2014-06-04,iPhone,2014-01-26,0.0,0,0,100.0,2014-06-04,0,0,0,1
635,2.95,4.5,5.0,1.0,Astapor,2014-04-05,iPhone,2014-01-25,0.0,0,1,50.0,2014-04-05,1,0,0,1
636,4.23,5.0,5.0,1.0,King's Landing,2014-06-15,Android,2014-01-10,0.0,1,1,0.0,2014-06-15,0,1,0,0
638,3.33,4.5,5.0,1.13,Winterfell,2014-02-16,iPhone,2014-01-03,25.0,3,0,50.0,2014-02-16,1,0,1,1
640,6.12,5.0,4.5,1.08,Winterfell,2014-04-02,iPhone,2014-01-12,33.3,0,0,33.3,2014-04-02,1,0,1,1
642,2.88,5.0,5.0,1.38,Winterfell,2014-02-01,Android,2014-01-25,50.0,2,0,50.0,2014-02-01,1,0,1,0
644,5.02,4.6,5.0,1.44,Winterfell,2014-05-17,Android,2014-01-11,33.3,4,0,44.4,2014-05-17,1,0,1,0
645,2.55,5.0,4.7,1.0,Astapor,2014-04-15,iPhone,2014-01-16,0.0,5,0,50.0,2014-04-15,1,0,0,1
646,1.93,5.0,5.0,1.25,Astapor,2014-05-17,iPhone,2014-01-24,100.0,0,0,0.0,2014-05-17,1,0,0,1
647,1.9,4.7,5.0,1.0,Winterfell,2014-01-27,Android,2014-01-21,0.0,3,0,100.0,2014-01-27,1,0,1,0
648,13.83,4.8,4.4,1.04,Astapor,2014-05-16,iPhone,2014-01-07,15.4,6,1,100.0,2014-05-16,1,0,0,1
650,2.24,3.0,4.0,1.0,Astapor,2014-01-26,iPhone,2014-01-26,0.0,1,1,0.0,2014-01-26,1,0,0,1
654,2.83,5.0,5.0,1.0,Winterfell,2014-01-15,Android,2014-01-15,0.0,1,1,100.0,2014-01-15,1,0,1,0
658,6.0,5.0,5.0,1.0,Winterfell,2014-06-30,Android,2014-01-30,0.0,0,0,100.0,2014-06-30,0,0,1,0
660,3.55,5.0,4.0,1.0,Astapor,2014-01-24,iPhone,2014-01-10,0.0,2,0,100.0,2014-01-24,1,0,0,1
664,1.01,5.0,5.0,1.0,Astapor,2014-02-16,Android,2014-01-31,0.0,1,0,0.0,2014-02-16,1,0,0,0
665,5.52,5.0,5.0,1.0,Astapor,2014-04-06,iPhone,2014-01-26,0.0,1,0,0.0,2014-04-06,1,0,0,1
666,1.39,5.0,5.0,1.0,Winterfell,2014-01-19,Android,2014-01-18,0.0,1,0,0.0,2014-01-19,1,0,1,0
667,5.56,5.0,4.6,1.0,Winterfell,2014-06-03,iPhone,2014-01-02,0.0,5,1,100.0,2014-06-03,0,0,1,1
668,6.4,5.0,5.0,1.0,Astapor,2014-01-21,Android,2014-01-21,0.0,1,0,100.0,2014-01-21,1,0,0,0
669,1.19,4.0,5.0,1.0,Winterfell,2014-01-20,iPhone,2014-01-18,0.0,2,0,0.0,2014-01-20,1,0,1,1
672,4.85,4.1,4.3,1.0,Winterfell,2014-03-07,iPhone,2014-01-12,0.0,0,0,100.0,2014-03-07,1,0,1,1
673,2.44,4.8,5.0,1.14,Astapor,2014-05-08,iPhone,2014-01-10,19.7,15,1,49.3,2014-05-08,1,0,0,1
674,10.11,4.6,4.9,1.0,Astapor,2014-05-19,Android,2014-01-07,0.0,1,0,100.0,2014-05-19,1,0,0,0
677,8.18,5.0,5.0,1.0,Astapor,2014-01-08,iPhone,2014-01-02,0.0,2,0,100.0,2014-01-08,1,0,0,1
678,5.36,5.0,5.0,1.15,King's Landing,2014-05-10,Android,2014-01-10,10.0,6,0,40.0,2014-05-10,1,1,0,0
680,2.26,5.0,5.0,1.0,Winterfell,2014-03-20,Android,2014-01-19,0.0,0,1,100.0,2014-03-20,1,0,1,0
682,1.91,4.0,4.7,1.0,Astapor,2014-02-17,Android,2014-01-19,0.0,3,0,0.0,2014-02-17,1,0,0,0
685,5.21,4.9,5.0,1.54,Astapor,2014-04-16,iPhone,2014-01-09,57.1,0,0,100.0,2014-04-16,1,0,0,1
686,18.51,4.0,5.0,1.0,Winterfell,2014-01-27,iPhone,2014-01-23,0.0,1,0,0.0,2014-01-27,1,0,1,1
687,2.13,5.0,5.0,2.0,Astapor,2014-03-02,Android,2014-01-24,50.0,0,0,0.0,2014-03-02,1,0,0,0
688,1.45,4.2,5.0,1.08,Winterfell,2014-06-27,iPhone,2014-01-09,22.2,3,0,55.6,2014-06-27,0,0,1,1
691,1.67,5.0,5.0,1.0,King's Landing,2014-01-18,Android,2014-01-12,0.0,2,0,0.0,2014-01-18,1,1,0,0
692,2.74,4.8,4.0,1.0,Astapor,2014-02-26,iPhone,2014-01-07,0.0,5,0,83.3,2014-02-26,1,0,0,1
693,2.83,5.0,5.0,1.25,Winterfell,2014-05-25,iPhone,2014-01-07,100.0,0,0,0.0,2014-05-25,1,0,1,1
695,3.66,5.0,4.0,1.0,Astapor,2014-05-25,iPhone,2014-01-25,0.0,0,0,0.0,2014-05-25,1,0,0,1
698,1.78,5.0,5.0,2.0,Astapor,2014-01-14,Android,2014-01-14,100.0,1,0,100.0,2014-01-14,1,0,0,0
704,4.82,5.0,4.0,1.0,King's Landing,2014-05-30,Android,2014-01-23,0.0,3,1,100.0,2014-05-30,1,1,0,0
706,1.87,4.7,4.0,1.0,Winterfell,2014-03-25,Android,2014-01-25,0.0,0,1,100.0,2014-03-25,1,0,1,0
707,1.0,5.0,4.0,1.0,Winterfell,2014-04-24,Android,2014-01-31,0.0,2,0,80.0,2014-04-24,1,0,1,0
709,2.02,5.0,5.0,1.0,Astapor,2014-05-18,iPhone,2014-01-17,0.0,0,1,0.0,2014-05-18,1,0,0,1
712,1.02,5.0,5.0,1.0,Astapor,2014-04-13,iPhone,2014-01-13,0.0,0,0,33.3,2014-04-13,1,0,0,1
715,1.91,5.0,4.5,1.0,Astapor,2014-03-31,iPhone,2014-01-28,0.0,0,0,100.0,2014-03-31,1,0,0,1
717,14.84,4.8,4.7,1.0,Winterfell,2014-04-29,iPhone,2014-01-13,0.0,3,1,66.7,2014-04-29,1,0,1,1
718,0.62,5.0,5.0,1.0,Astapor,2014-03-15,iPhone,2014-01-19,0.0,0,1,0.0,2014-03-15,1,0,0,1
719,10.68,5.0,5.0,1.0,Winterfell,2014-03-13,Android,2014-01-27,0.0,2,1,33.3,2014-03-13,1,0,1,0
720,1.32,5.0,5.0,1.0,King's Landing,2014-03-29,Android,2014-01-15,0.0,0,0,0.0,2014-03-29,1,1,0,0
721,4.14,5.0,2.8,1.0,Winterfell,2014-02-07,iPhone,2014-01-29,0.0,5,1,60.0,2014-02-07,1,0,1,1
722,7.89,5.0,5.0,1.0,Winterfell,2014-05-31,iPhone,2014-01-05,0.0,0,0,0.0,2014-05-31,1,0,1,1
723,3.1,5.0,5.0,1.0,Astapor,2014-05-20,iPhone,2014-01-01,0.0,0,0,66.7,2014-05-20,1,0,0,1
724,5.43,5.0,3.0,1.0,Winterfell,2014-01-16,Android,2014-01-15,0.0,1,1,100.0,2014-01-16,1,0,1,0
728,1.93,4.0,5.0,1.0,Astapor,2014-06-24,iPhone,2014-01-18,0.0,2,0,100.0,2014-06-24,0,0,0,1
729,6.8,5.0,4.0,1.0,Astapor,2014-02-19,iPhone,2014-01-14,0.0,0,1,100.0,2014-02-19,1,0,0,1
731,13.62,5.0,5.0,1.0,Winterfell,2014-05-29,Android,2014-01-26,0.0,2,1,66.7,2014-05-29,1,0,1,0
735,2.8,4.9,4.7,1.0,King's Landing,2014-06-27,Android,2014-01-16,0.0,3,0,55.6,2014-06-27,0,1,0,0
736,4.2,5.0,5.0,1.0,Winterfell,2014-01-18,Android,2014-01-07,0.0,2,0,0.0,2014-01-18,1,0,1,0
737,8.72,5.0,5.0,1.0,Winterfell,2014-01-18,iPhone,2014-01-12,0.0,2,0,50.0,2014-01-18,1,0,1,1
